SOCCode	Element_ID	Element_Name	average_scale	TOT_EMP	major_occ	annual_earnings	scale_SOCrank	SOCTitle	jobzone	scale_rank
33-3011	1.C.6	Independence	76.999998093	17,730	Protective service	41670		Bailiffs	2	1
33-3011	1.C.7.a	Innovation	58.000001907	17,730	Protective service	41670		Bailiffs	2	3
33-3011	1.C.7.b	Analytical Thinking	70.799999237	17,730	Protective service	41670		Bailiffs	2	1
33-3012	1.C.1.a	Achievement/Effort	74.400000572	427,790	Protective service	40530		Correctional Officers and Jailers	3	2
33-3012	1.C.1.b	Persistence	85.200004578	427,790	Protective service	40530		Correctional Officers and Jailers	3	0
33-3012	1.C.1.c	Initiative	82.79999733	427,790	Protective service	40530		Correctional Officers and Jailers	3	1
33-3012	1.C.2.b	Leadership	83.599996567	427,790	Protective service	40530		Correctional Officers and Jailers	3	0
33-3012	1.C.3.a	Cooperation	84.799995422	427,790	Protective service	40530		Correctional Officers and Jailers	3	1
33-3012	1.C.3.b	Concern for Others	81.999998093	427,790	Protective service	40530		Correctional Officers and Jailers	3	1
33-3012	1.C.3.c	Social Orientation	81.599998474	427,790	Protective service	40530		Correctional Officers and Jailers	3	0
33-3012	1.C.4.a	Self Control	93.999996185	427,790	Protective service	40530		Correctional Officers and Jailers	3	0
33-3012	1.C.4.b	Stress Tolerance	93.999996185	427,790	Protective service	40530		Correctional Officers and Jailers	3	0
33-3012	1.C.4.c	Adaptability/Flexibility	82.600002289	427,790	Protective service	40530		Correctional Officers and Jailers	3	1
33-3012	1.C.5.a	Dependability	91.199998856	427,790	Protective service	40530		Correctional Officers and Jailers	3	1
33-3012	1.C.5.b	Attention to Detail	91.199998856	427,790	Protective service	40530		Correctional Officers and Jailers	3	1
33-3012	1.C.5.c	Integrity	93.000001907	427,790	Protective service	40530		Correctional Officers and Jailers	3	1
33-3012	1.C.6	Independence	83.000001907	427,790	Protective service	40530		Correctional Officers and Jailers	3	1
33-3012	1.C.7.a	Innovation	73.400001526	427,790	Protective service	40530		Correctional Officers and Jailers	3	1
33-3012	1.C.7.b	Analytical Thinking	79.200000763	427,790	Protective service	40530		Correctional Officers and Jailers	3	1
33-3021	1.C.1.a	Achievement/Effort	78.119999886	106,580	Protective service	77210		Detectives and Criminal Investigators	3	1
33-3021	1.C.1.b	Persistence	81.279999733	106,580	Protective service	77210		Detectives and Criminal Investigators	3	1
33-3021	1.C.1.c	Initiative	82.320000648	106,580	Protective service	77210		Detectives and Criminal Investigators	3	1
33-3021	1.C.2.b	Leadership	75.080000877	106,580	Protective service	77210		Detectives and Criminal Investigators	3	1
33-3021	1.C.3.a	Cooperation	82.680000305	106,580	Protective service	77210		Detectives and Criminal Investigators	3	2
33-3021	1.C.3.b	Concern for Others	75.920000076	106,580	Protective service	77210		Detectives and Criminal Investigators	3	2
33-3021	1.C.3.c	Social Orientation	69.880000114	106,580	Protective service	77210		Detectives and Criminal Investigators	3	1
33-3021	1.C.4.a	Self Control	87.759998322	106,580	Protective service	77210		Detectives and Criminal Investigators	3	1
33-3021	1.C.4.b	Stress Tolerance	88.120002747	106,580	Protective service	77210		Detectives and Criminal Investigators	3	0
33-3021	1.C.4.c	Adaptability/Flexibility	84.63999939	106,580	Protective service	77210		Detectives and Criminal Investigators	3	1
33-3021	1.C.5.a	Dependability	89.759998322	106,580	Protective service	77210		Detectives and Criminal Investigators	3	2
33-3021	1.C.5.b	Attention to Detail	92.079999924	106,580	Protective service	77210		Detectives and Criminal Investigators	3	1
33-3021	1.C.5.c	Integrity	96.760000229	106,580	Protective service	77210		Detectives and Criminal Investigators	3	0
33-3021	1.C.6	Independence	78.159999847	106,580	Protective service	77210		Detectives and Criminal Investigators	3	2
33-3021	1.C.7.a	Innovation	72.039999962	106,580	Protective service	77210		Detectives and Criminal Investigators	3	2
33-3021	1.C.7.b	Analytical Thinking	83.639998436	106,580	Protective service	77210		Detectives and Criminal Investigators	3	0
33-3031	1.C.1.a	Achievement/Effort	78.600001335	5,630	Protective service	52780		Fish and Game Wardens	4	2
33-3031	1.C.1.b	Persistence	81.800003052	5,630	Protective service	52780		Fish and Game Wardens	4	2
33-3031	1.C.1.c	Initiative	87.79999733	5,630	Protective service	52780		Fish and Game Wardens	4	1
33-3031	1.C.2.b	Leadership	81.199998856	5,630	Protective service	52780		Fish and Game Wardens	4	1
33-3031	1.C.3.a	Cooperation	82.399997711	5,630	Protective service	52780		Fish and Game Wardens	4	2
33-3031	1.C.3.b	Concern for Others	81.199998856	5,630	Protective service	52780		Fish and Game Wardens	4	1
33-3031	1.C.3.c	Social Orientation	61.599998474	5,630	Protective service	52780		Fish and Game Wardens	4	2
33-3031	1.C.4.a	Self Control	89.600000381	5,630	Protective service	52780		Fish and Game Wardens	4	0
33-3031	1.C.4.b	Stress Tolerance	90.799999237	5,630	Protective service	52780		Fish and Game Wardens	4	0
33-3031	1.C.4.c	Adaptability/Flexibility	90	5,630	Protective service	52780		Fish and Game Wardens	4	0
33-3031	1.C.5.a	Dependability	91.599998474	5,630	Protective service	52780		Fish and Game Wardens	4	1
33-3031	1.C.5.b	Attention to Detail	90.200004578	5,630	Protective service	52780		Fish and Game Wardens	4	1
33-3031	1.C.5.c	Integrity	96.999998093	5,630	Protective service	52780		Fish and Game Wardens	4	0
33-3031	1.C.6	Independence	90.399999619	5,630	Protective service	52780		Fish and Game Wardens	4	0
33-3031	1.C.7.a	Innovation	74.800000191	5,630	Protective service	52780		Fish and Game Wardens	4	2
33-3031	1.C.7.b	Analytical Thinking	73.600001335	5,630	Protective service	52780		Fish and Game Wardens	4	3
33-3041	1.C.1.a	Achievement/Effort	60.599999428	8,710	Protective service	36530		Parking Enforcement Workers	2	3
33-3041	1.C.1.b	Persistence	63.800001144	8,710	Protective service	36530		Parking Enforcement Workers	2	3
33-3041	1.C.1.c	Initiative	69.000000954	8,710	Protective service	36530		Parking Enforcement Workers	2	3
33-3041	1.C.2.b	Leadership	65	8,710	Protective service	36530		Parking Enforcement Workers	2	2
33-3041	1.C.3.a	Cooperation	76.599998474	8,710	Protective service	36530		Parking Enforcement Workers	2	2
33-3041	1.C.3.b	Concern for Others	77.800002098	8,710	Protective service	36530		Parking Enforcement Workers	2	1
33-3041	1.C.3.c	Social Orientation	58.800001144	8,710	Protective service	36530		Parking Enforcement Workers	2	3
33-3041	1.C.4.a	Self Control	76.999998093	8,710	Protective service	36530		Parking Enforcement Workers	2	2
33-3041	1.C.4.b	Stress Tolerance	81.599998474	8,710	Protective service	36530		Parking Enforcement Workers	2	1
33-3041	1.C.4.c	Adaptability/Flexibility	69.600000381	8,710	Protective service	36530		Parking Enforcement Workers	2	3
33-3041	1.C.5.a	Dependability	79.600000381	8,710	Protective service	36530		Parking Enforcement Workers	2	3
33-3041	1.C.5.b	Attention to Detail	79.400000572	8,710	Protective service	36530		Parking Enforcement Workers	2	3
33-3041	1.C.5.c	Integrity	76.999998093	8,710	Protective service	36530		Parking Enforcement Workers	2	2
33-3041	1.C.6	Independence	71.399998665	8,710	Protective service	36530		Parking Enforcement Workers	2	2
33-3041	1.C.7.a	Innovation	61.599998474	8,710	Protective service	36530		Parking Enforcement Workers	2	2
33-3041	1.C.7.b	Analytical Thinking	63.600001335	8,710	Protective service	36530		Parking Enforcement Workers	2	2
33-3051	1.C.1.a	Achievement/Effort	74.800000191	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	2
33-3051	1.C.1.b	Persistence	83.400001526	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	0
33-3051	1.C.1.c	Initiative	84.400000572	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	0
33-3051	1.C.2.b	Leadership	83.699998856	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	0
33-3051	1.C.3.a	Cooperation	86.699995995	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	1
33-3051	1.C.3.b	Concern for Others	85.199999809	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	0
33-3051	1.C.3.c	Social Orientation	79.000000954	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	0
33-3051	1.C.4.a	Self Control	95	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	0
33-3051	1.C.4.b	Stress Tolerance	93.099999428	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	0
33-3051	1.C.4.c	Adaptability/Flexibility	82.899999619	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	1
33-3051	1.C.5.a	Dependability	92.100000381	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	1
33-3051	1.C.5.b	Attention to Detail	92.899999619	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	1
33-3051	1.C.5.c	Integrity	97.300000191	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	0
33-3051	1.C.6	Independence	79.999997616	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	1
33-3051	1.C.7.a	Innovation	67.200000286	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	3
33-3051	1.C.7.b	Analytical Thinking	79.800002575	653,740	Protective service	58320		Police and Sheriff's Patrol Officers	3	1
33-3052	1.C.1.a	Achievement/Effort	66.599998474	3,720	Protective service	59670		Transit and Railroad Police	3	3
33-3052	1.C.1.b	Persistence	69.400000572	3,720	Protective service	59670		Transit and Railroad Police	3	3
33-3052	1.C.1.c	Initiative	73.800001144	3,720	Protective service	59670		Transit and Railroad Police	3	3
33-3052	1.C.2.b	Leadership	66.399998665	3,720	Protective service	59670		Transit and Railroad Police	3	3
33-3052	1.C.3.a	Cooperation	76.399998665	3,720	Protective service	59670		Transit and Railroad Police	3	3
33-3052	1.C.3.b	Concern for Others	79.000000954	3,720	Protective service	59670		Transit and Railroad Police	3	1
33-3052	1.C.3.c	Social Orientation	74.400000572	3,720	Protective service	59670		Transit and Railroad Police	3	1
33-3052	1.C.4.a	Self Control	88.999996185	3,720	Protective service	59670		Transit and Railroad Police	3	0
33-3052	1.C.4.b	Stress Tolerance	77.600002289	3,720	Protective service	59670		Transit and Railroad Police	3	2
33-3052	1.C.4.c	Adaptability/Flexibility	83.199996948	3,720	Protective service	59670		Transit and Railroad Police	3	1
33-3052	1.C.5.a	Dependability	85	3,720	Protective service	59670		Transit and Railroad Police	3	3
33-3052	1.C.5.b	Attention to Detail	84.600000381	3,720	Protective service	59670		Transit and Railroad Police	3	3
33-3052	1.C.5.c	Integrity	94.600000381	3,720	Protective service	59670		Transit and Railroad Police	3	0
33-3052	1.C.6	Independence	76.599998474	3,720	Protective service	59670		Transit and Railroad Police	3	2
33-3052	1.C.7.a	Innovation	64.000000954	3,720	Protective service	59670		Transit and Railroad Police	3	3
33-3052	1.C.7.b	Analytical Thinking	63.800001144	3,720	Protective service	59670		Transit and Railroad Police	3	3
33-9011	1.C.1.a	Achievement/Effort	74.800000191	13,180	Protective service	33450		Animal Control Workers	2	1
33-9011	1.C.1.b	Persistence	77.399997711	13,180	Protective service	33450		Animal Control Workers	2	0
33-9011	1.C.1.c	Initiative	79.400000572	13,180	Protective service	33450		Animal Control Workers	2	0
33-9011	1.C.2.b	Leadership	71.199998856	13,180	Protective service	33450		Animal Control Workers	2	1
33-9011	1.C.3.a	Cooperation	88.199996948	13,180	Protective service	33450		Animal Control Workers	2	0
33-9011	1.C.3.b	Concern for Others	85.799999237	13,180	Protective service	33450		Animal Control Workers	2	0
33-9011	1.C.3.c	Social Orientation	74.800000191	13,180	Protective service	33450		Animal Control Workers	2	0
33-9011	1.C.4.a	Self Control	89.600000381	13,180	Protective service	33450		Animal Control Workers	2	0
33-9011	1.C.4.b	Stress Tolerance	90.200004578	13,180	Protective service	33450		Animal Control Workers	2	0
33-9011	1.C.4.c	Adaptability/Flexibility	83.999996185	13,180	Protective service	33450		Animal Control Workers	2	0
33-9011	1.C.5.a	Dependability	90.399999619	13,180	Protective service	33450		Animal Control Workers	2	0
33-9011	1.C.5.b	Attention to Detail	82.600002289	13,180	Protective service	33450		Animal Control Workers	2	2
33-9011	1.C.5.c	Integrity	92.600002289	13,180	Protective service	33450		Animal Control Workers	2	0
33-9011	1.C.6	Independence	86.800003052	13,180	Protective service	33450		Animal Control Workers	2	0
33-9011	1.C.7.a	Innovation	80.600004196	13,180	Protective service	33450		Animal Control Workers	2	0
33-9011	1.C.7.b	Analytical Thinking	79.600000381	13,180	Protective service	33450		Animal Control Workers	2	0
33-9021	1.C.1.a	Achievement/Effort	77.800002098	30,460	Protective service	45610		Private Detectives and Investigators	3	1
33-9021	1.C.1.b	Persistence	85.799999237	30,460	Protective service	45610		Private Detectives and Investigators	3	0
33-9021	1.C.1.c	Initiative	87.20000267	30,460	Protective service	45610		Private Detectives and Investigators	3	0
33-9021	1.C.2.b	Leadership	65.599999428	30,460	Protective service	45610		Private Detectives and Investigators	3	3
33-9021	1.C.3.a	Cooperation	78.400001526	30,460	Protective service	45610		Private Detectives and Investigators	3	3
33-9021	1.C.3.b	Concern for Others	65.599999428	30,460	Protective service	45610		Private Detectives and Investigators	3	3
33-9021	1.C.3.c	Social Orientation	59.800000191	30,460	Protective service	45610		Private Detectives and Investigators	3	3
33-9021	1.C.4.a	Self Control	85.399999619	30,460	Protective service	45610		Private Detectives and Investigators	3	1
33-9021	1.C.4.b	Stress Tolerance	84.200000763	30,460	Protective service	45610		Private Detectives and Investigators	3	1
33-9021	1.C.4.c	Adaptability/Flexibility	82.79999733	30,460	Protective service	45610		Private Detectives and Investigators	3	1
33-9021	1.C.5.a	Dependability	91.599998474	30,460	Protective service	45610		Private Detectives and Investigators	3	1
33-9021	1.C.5.b	Attention to Detail	93.400001526	30,460	Protective service	45610		Private Detectives and Investigators	3	1
33-9021	1.C.5.c	Integrity	98.400001526	30,460	Protective service	45610		Private Detectives and Investigators	3	0
33-9021	1.C.6	Independence	86.999998093	30,460	Protective service	45610		Private Detectives and Investigators	3	0
33-9021	1.C.7.a	Innovation	72.800002098	30,460	Protective service	45610		Private Detectives and Investigators	3	1
33-9021	1.C.7.b	Analytical Thinking	83.199996948	30,460	Protective service	45610		Private Detectives and Investigators	3	0
33-9031	1.C.1.a	Achievement/Effort	77.800002098	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	0
33-9031	1.C.1.b	Persistence	78.800001144	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	0
33-9031	1.C.1.c	Initiative	83.999996185	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	0
33-9031	1.C.2.b	Leadership	75.399999619	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	0
33-9031	1.C.3.a	Cooperation	87.600002289	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	0
33-9031	1.C.3.b	Concern for Others	79.200000763	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	1
33-9031	1.C.3.c	Social Orientation	69.800000191	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	1
33-9031	1.C.4.a	Self Control	88.400001526	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	0
33-9031	1.C.4.b	Stress Tolerance	84.600000381	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	0
33-9031	1.C.4.c	Adaptability/Flexibility	79.600000381	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	0
33-9031	1.C.5.a	Dependability	93.199996948	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	0
33-9031	1.C.5.b	Attention to Detail	89.200000763	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	1
33-9031	1.C.5.c	Integrity	93.599996567	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	0
33-9031	1.C.6	Independence	84.799995422	10,650	Protective service	31170		Gaming Surveillance Officers and Gaming Investigators	2	0
